#RIC,Alias Underlying RIC,Domain,Date-Time,GMT Offset,Type,Open,High,Low,Last,Volume,No. Trades,Open Bid,High Bid,Low Bid,Close Bid,No. Bids,Open Ask,High Ask,Low Ask,Close Ask,No. Asks
AMAT.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.092,0.092,0.092,0.092,0,0.094,0.094,0.094,0.094,0
AMCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.5,0.5,0.5,0.5,0,0.512,0.512,0.512,0.512,0
AMCREIT.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,3.15,3.15,3.15,3.15,0
AMII.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.05,0.05,0.05,0.05,0,0.059,0.059,0.059,0.059,0
AMLK.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.475,0.476,0.475,0.476,0,0.483,0.49,0.483,0.49,0
ANAN.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,3.67,3.67,3.67,3.67,0
AOFS.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.175,0.175,0.175,0.175,0
APMTB.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,1.152,1.152,1.152,1.152,0,1.242,1.242,1.242,1.242,0
AQAR.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,62.9,62.9,62.9,62.9,0,69,69,69,69,0
ARAB.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,33.3,33.3,33.3,33.3,0,35.2,35.2,35.2,35.2,0
AREC.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,300,300,280,280,0,300,300,300,300,0
ARGK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,77,77,77,77,0,81,81,81,81,0
ARIG.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,,,,,
ARKK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,120,120,120,120,0,125,125,125,125,0
ARMX.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,3.63,3.63,3.62,3.63,0,3.64,3.64,3.63,3.64,0
ARTC.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
ARZA.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,133,133,133,133,0,145,145,145,145,0
ASCI.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
ASCK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,91.2,91.2,91.2,91.2,0,95,95,95,95,0
ASIYA.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,55.5,55.5,55.5,55.5,0,56.9,56.9,56.9,56.9,0
ASM.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,10,10,10,10,0,10.1,10.1,10.1,10.1,0
ASNC.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
ATCK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,491,491,491,491,0
ATMI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.31,0.31,0.31,0.31,0,0.348,0.348,0.348,0.348,0
AUBB.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,0.9,0.9,0.9,0.9,0,0.91,0.91,0.91,0.91,0
AUBK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,278,278,278,278,0,280,280,280,280,0
AWNIC.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,4.95,4.95,4.95,4.95,0
AYRE.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,68.3,68.3,68.3,68.3,0,70.9,70.9,70.9,70.9,0
AZNOULA.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,204,204,204,204,0,205,205,205,205,0
BACS.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.14,0.14,0.14,0.14,0,0.144,0.144,0.144,0.144,0
BAHS.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
BAITAKREIT.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,1253,1253,1253,1253,0,1270,1270,1270,1270,0
BANA.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,0.123,0.123,0.123,0.123,0
BARKA.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,0.313,0.313,0.313,0.313,0,0.315,0.315,0.315,0.315,0
BATP.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.045,0.045,0.045,0.045,0,0.047,0.047,0.047,0.047,0
BAYK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,31,31,31,31,0,32.4,32.4,32.4,32.4,0
BBKB.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,0.478,0.478,0.478,0.478,0,0.48,0.48,0.48,0.48,0
BCFC.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,0.465,0.465,0.465,0.465,0,0.482,0.482,0.482,0.482,0
BFMC.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,0.338,0.338,0.338,0.338,0,0.411,0.411,0.411,0.411,0
BHMCAPITAL.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.85,0.85,0.85,0.85,0,0.9,0.9,0.9,0.9,0
BILDCO.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.17,0.17,0.17,0.17,0,0.18,0.18,0.18,0.18,0
BISB.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,0.073,0.073,0.073,0.073,0,0.075,0.075,0.075,0.075,0
BKDB.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.112,0.112,0.112,0.112,0,0.116,0.116,0.116,0.116,0
BKIC.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,0.395,0.395,0.395,0.395,0
BKIK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,,,,,
BKMB.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.532,0.532,0.524,0.524,0,0.532,0.532,0.53,0.532,0
BKME.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,274,274,274,274,0,285,285,285,285,0
BKNZ.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.094,0.094,0.094,0.094,0,0.095,0.095,0.095,0.095,0
BKSB.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.101,0.101,0.101,0.101,0,0.108,0.108,0.108,0.108,0
BLDN.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,1.514,1.526,1.514,1.514,0,1.515,1.526,1.5,1.526,0
BMEB.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,,,,,
BMMI.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,0.748,0.748,0.748,0.748,0
BMUS.BH,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,,,,,
BOS.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.549,0.549,0.549,0.549,0
BOUK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,771,771,771,771,0,780,780,780,780,0
BOURSA.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,2214,2214,2214,2214,0,2297,2297,2297,2297,0
BPCC.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,901,901,901,901,0,914,914,914,914,0
BRES.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,3.496,3.496,3.38,3.38,0,3.403,3.403,3.227,3.39,0
BURG.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,227,227,227,227,0,232,232,232,232,0
CABL.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,1240,1240,1240,1240,0,1274,1274,1274,1274,0
CATT.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,126,128,126,128,0,135,135,135,135,0
CBD.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,4.5,4.5,4.5,4.5,0,4.79,4.79,4.79,4.79,0
CBI.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,1.1,1.1,1.1,1.1,0
CBKK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,500,500,500,500,0,504,504,504,504,0
CGCK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,446,446,446,446,0,456,458,456,458,0
CHAE.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,4.67,4.67,4.67,4.67,0,4.8,4.8,4.8,4.8,0
CHAEIN.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,4.6,4.6,4.6,4.6,0,4.64,4.64,4.64,4.64,0
CHAESH.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,6.45,6.45,6.45,6.45,0,6.58,6.58,6.58,6.58,0
CHAESHIN.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,6.14,6.14,6.14,6.14,0,6.28,6.28,6.28,6.28,0
CLEA.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,38,38,38,38,0,40.8,40.8,40.8,40.8,0
CMII.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.072,0.072,0.072,0.072,0,0.08,0.08,0.08,0.08,0
COAS.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,95,95,94,94.7,0,99,99,99,99,0
COMB.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,6.846,6.846,6.474,6.474,0,6.521,6.549,5.9,6.51,0
CSII.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.26,0.26,0.26,0.26,0
DALQ.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,204,204,204,204,0,205,229,205,229,0
DAMAC.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
DANA.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,1.01,1.01,1,1,0,1.02,1.02,1.02,1.02,0
DBCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
DBIH.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.055,0.055,0.05,0.05,0,0.055,0.055,0.055,0.055,0
DBIS.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,1.375,1.375,1.375,1.375,0,1.391,1.391,1.391,1.391,0
DCFI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.083,0.083,0.083,0.083,0
DEER.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,171,171,171,171,0,180,180,180,180,0
DEYR.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.466,0.48,0.466,0.468,0,0.469,0.478,0.466,0.474,0
DFII.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
DFM.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,1.58,1.62,1.57,1.61,0,1.59,1.63,1.58,1.62,0
DGEN.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.049,0.049,0.049,0.049,0,,,,,
DHAFRA.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
DICO.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,2.04,2.04,2.04,2.04,0,2.088,2.088,2.088,2.088,0
DICS.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.18,0.18,0.18,0.18,0,0.2,0.2,0.2,0.2,0
DIDI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.125,0.125,0.125,0.125,0,0.14,0.14,0.14,0.14,0
DINC.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,7.5,7.5,7.5,7.5,0,8.33,8.33,8.33,8.33,0
DINV.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,2.16,2.16,2.15,2.16,0,2.17,2.17,2.17,2.17,0
DISB.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,5.55,5.56,5.54,5.54,0,5.56,5.57,5.55,5.56,0
DMGI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.038,0.038,0.038,0.038,0
DNIN.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,7,7,7,7,0,7.28,7.28,7.28,7.28,0
DOBK.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,2.504,2.504,2.382,2.4,0,2.386,2.409,2.245,2.409,0
DPCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
DRC.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,16.3,16.3,16.3,16.3,0,18.1,18.1,18.1,18.1,0
DRIVE.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,19.4,19.4,19.4,19.4,0,19.64,19.64,19.64,19.64,0
DSI.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
DTCS.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
DTKF.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.915,0.915,0.915,0.915,0,0.984,0.984,0.984,0.984,0
DU.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,5.78,5.8,5.77,5.77,0,5.8,5.81,5.8,5.81,0
EASYLEASE.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,38.2,38.2,38.2,38.2,0,40.5,40.5,40.5,40.5,0
EDUK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,2950,2950,2950,2950,0,3197,3197,3197,3197,0
EIB.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
EIBAN.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
EIC.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
EKHK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,385,385,385,385,0,399,400,399,400,0
EKTT.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.166,0.166,0.165,0.165,0,0.176,0.176,0.168,0.168,0
EKTT.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,11.4,11.7,11.4,11.4,0,12,12,12,12,0
EMAARDEV.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,4.14,4.14,4.1,4.12,0,4.15,4.16,4.11,4.16,0
EMAR.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,5.16,5.16,5.15,5.15,0,5.17,5.17,5.16,5.17,0
ENBD.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,12.2,12.25,12.15,12.2,0,12.25,12.35,12.2,12.35,0
ENER.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,40,40,40,40,0,44,44,44,44,0
ENMA.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,57.5,57.5,57.5,57.5,0,61,61,61,61,0
EQUI.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,38,40,38,38.1,0,41.8,41.8,40,41.8,0
ERC.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,3.28,3.28,3.28,3.28,0,2.96,2.96,2.96,2.96,0
ERES.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,0.98,0.98,0.951,0.951,0,0.981,0.981,0.923,0.98,0
ESG.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,6.35,6.35,6.35,6.35,0,6.43,6.43,6.43,6.43,0
ESHRAQ.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.33,0.33,0.329,0.329,0,0.34,0.34,0.34,0.34,0
ETISALAT.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,25.04,25.04,25.04,25.04,0,25.54,25.6,25.54,25.6,0
FAB.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,18.44,18.44,18.44,18.44,0,18.72,18.74,18.72,18.74,0
FACI.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,202,204,202,202,0,205,209,205,209,0
FALH.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,1.375,1.375,1.374,1.374,0,1.4,1.4,1.4,1.4,0
FBI.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,1.97,1.97,1.97,1.97,0,,,,,
FCEM.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,36,36,36,36,0
FCI.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.446,0.446,0.446,0.446,0,0.48,0.48,0.48,0.48,0
FH.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,1.84,1.84,1.84,1.84,0
FIDELITYUNITED.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
FINC.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.075,0.075,0.075,0.075,0
FIRST.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,59,59,59,59,0,60.6,60.6,60.6,60.6,0
FNF.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
FOODCO.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,3.82,3.82,3.82,3.82,0
FSCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.176,0.176,0.176,0.176,0
FTIK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,48.9,48.9,48.9,48.9,0
GBKK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,315,315,315,315,0,319,319,319,319,0
GCEM.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.45,0.45,0.45,0.45,0,0.541,0.541,0.541,0.541,0
GECP.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
GECS.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.111,0.111,0.108,0.108,0,0.111,0.112,0.111,0.112,0
