#RIC,Alias Underlying RIC,Domain,Date-Time,GMT Offset,Type,Open,High,Low,Last,Volume,No. Trades,Open Bid,High Bid,Low Bid,Close Bid,No. Bids,Open Ask,High Ask,Low Ask,Close Ask,No. Asks
GFCI.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,85,85,85,85,0
GFH.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.987,1.01,0.985,0.986,0,0.99,0.998,0.98,0.99,0
GFHK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,84,84,84,84,0,85.2,85.2,85.2,85.2,0
GFIC.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.062,0.066,0.06,0.06,0,0.066,0.068,0.066,0.068,0
GGIC.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
GHOS.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
GICI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.093,0.093,0.093,0.093,0,0.1,0.1,0.1,0.1,0
GIHK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,278,279,278,279,0,290,290,290,290,0
GINS.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,987,987,987,987,0,1030,1030,1030,1030,0
GISS.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,1.722,1.9,1.722,1.73,0,1.73,1.747,1.72,1.747,0
GMPC.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,2.48,2.48,2.48,2.48,0
GMPI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.261,0.261,0.261,0.261,0,0.29,0.29,0.29,0.29,0
GNAV.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.268,0.278,0.268,0.268,0,0.277,0.278,0.261,0.278,0
GPIK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,16.1,16.1,16.1,16.1,0,17,17,17,17,0
GSCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
GULFA.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
GWCS.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,4.013,4.013,4.013,4.013,0,4.07,4.07,4.07,4.07,0
HAYK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,68.4,68.4,68.4,68.4,0,76,76,76,76,0
HBMO.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.12,0.12,0.118,0.118,0,,,,,
HECI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.02,0.02,0.02,0.02,0,0.025,0.025,0.025,0.025,0
HMCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
HUMN.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,3080,3080,3080,3080,0,3100,3100,3100,3100,0
IFAH.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,37.7,40.1,37.1,37.2,0,42.1,42.1,42.1,42.1,0
IFIN.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,2.25,2.25,2.25,2.25,0
IFIN.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,87.2,87.2,87.2,87.2,0,92,92,92,92,0
IGRD.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,1.586,1.7,1.586,1.586,0,1.599,1.614,1.594,1.595,0
IH.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.85,0.85,0.85,0.85,0
IHC.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,282.2,282.2,282.2,282.2,0,284.3,284.3,284.3,284.3,0
IHGS.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,5.053,5.103,5.053,5.1,0,5.219,5.219,5.1,5.169,0
INJA.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,81,81,81,81,0,86,86,86,86,0
INOV.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,140,140,140,140,0,152,152,152,152,0
INTG.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,389,389,389,389,0,400,400,400,400,0
INVESTB.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
IPGK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,397,397,397,397,0,439,439,439,439,0
IQCD.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,16.15,16.15,14.5,14.5,0,14.49,14.69,13.75,14.69,0
ITHMR.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.197,0.197,0.196,0.197,0,0.2,0.2,0.2,0.2,0
JAZK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,1875,1875,1875,1875,0,1919,1919,1919,1919,0
JIYAD.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,16.2,16.2,16.2,16.2,0,17.2,17.2,17.2,17.2,0
JULPHAR.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,1.34,1.34,1.34,1.34,0,1.36,1.36,1.36,1.36,0
KAMC.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,108,108,108,108,0,112,112,112,112,0
KBTK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,67.5,67.5,67.5,67.5,0,69.6,69.6,69.6,69.6,0
KCEM.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,216,216,216,216,0,226,226,226,226,0
KCIN.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,858,858,858,858,0,898,898,898,898,0
KCPC.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,320,320,320,320,0,350,350,350,350,0
KFDC.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,289,289,289,289,0,320,320,320,320,0
KFH.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,821,821,821,821,0,849,849,849,849,0
KFSK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,66.5,66.5,66.5,66.5,0,71,71,71,71,0
KGLK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,58.3,58.3,58.3,58.3,0,62,62,62,62,0
KHOT.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,110,110,110,110,0,,,,,
KIBK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,211,211,211,211,0,214,214,214,214,0
KICO.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,1.25,1.25,1.25,1.25,0
KIDK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,90.3,90.3,90.3,90.3,0,97.4,97.4,97.4,97.4,0
KINS.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,426,426,426,426,0,460,460,460,460,0
KINS.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,3.02,3.04,3.016,3.016,0,3.096,3.096,3.04,3.095,0
KINV.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,147,147,147,147,0,149,149,149,149,0
KMEF.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,152,152,152,152,0
KPCS.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
KPPC.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,46.7,46.7,46.7,46.7,0,48.5,48.5,48.5,48.5,0
KPRO.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,140,140,140,140,0,143,143,143,143,0
KREK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,131,131,131,131,0,138,138,138,138,0
KSHC.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,26.6,26.7,26.6,26.7,0,29.8,29.9,29.7,29.9,0
KWRE.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,268,268,268,268,0
LAND.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,62.5,62.5,62.5,62.5,0,66,66,66,66,0
MABK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,758,758,758,758,0,784,784,784,784,0
MADI.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
MADR.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,98.4,98.4,98.4,98.4,0
MANAZEL.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.398,0.398,0.398,0.398,0,0.4,0.4,0.4,0.4,0
MANK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,32.2,32.2,32.2,32.2,0,33.8,33.8,33.8,33.8,0
MARA.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,56.2,56.2,55.5,55.5,0,57.7,58.3,56.2,58.3,0
MARK.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,4.075,4.075,3.85,3.85,0,3.843,3.87,3.641,3.87,0
MARKA.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
MARKZ.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,129,129,129,129,0,135,135,135,135,0
MASB.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,83,83,83,83,0
MASH.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,58,58,58,58,0,61,61,61,61,0
MASKN.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,30,30,30,30,0,30,30,30,30,0
MAZA.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
MAZA.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,51.5,51.5,51.5,51.5,0,54,54,54,54,0
MBRD.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,80,80,80,80,0,82,82,82,82,0
MCCS.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,7.57,7.649,7.57,7.57,0,7.615,7.615,7.6,7.6,0
MCDE.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.11,0.11,0.11,0.11,0,0.12,0.12,0.12,0.12,0
MCGS.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,6.652,6.652,6.651,6.651,0,6.879,6.879,6.878,6.878,0
MCTI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.42,0.42,0.42,0.42,0,0.47,0.47,0.47,0.47,0
MENK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,33.5,36.5,33.5,33.6,0,36.4,36.4,36.4,36.4,0
MERS.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,17.03,17.03,17.03,17.03,0,17.35,17.35,16.19,17.33,0
METHAQ.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.701,0.701,0.701,0.701,0,0.739,0.739,0.739,0.739,0
MEZZ.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,409,409,409,409,0,421,421,421,421,0
MFCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.066,0.066,0.066,0.066,0,0.069,0.069,0.069,0.069,0
MGCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.15,0.15,0.15,0.15,0
MGMC.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.143,0.143,0.143,0.143,0,0.155,0.155,0.155,0.155,0
MHAS.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.68,0.68,0.68,0.68,0,0.696,0.696,0.696,0.696,0
MIDAN.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,618,618,618,618,0
MJI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
MKDM.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,6.11,6.115,6.11,6.111,0,6.127,6.127,6.115,6.115,0
MPHC.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,2.627,2.627,2.56,2.56,0,2.551,2.57,2.4,2.57,0
MRCK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,80,80,80,80,0
MRDS.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,0.762,0.762,0.761,0.762,0,0.762,0.772,0.762,0.772,0
MREC.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,41.7,41.7,41.7,41.7,0,44.4,44.4,44.4,44.4,0
MSPW.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.31,0.31,0.31,0.31,0,0.326,0.326,0.326,0.326,0
MTMI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.068,0.068,0.068,0.068,0,0.074,0.074,0.074,0.074,0
MUNK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,73.2,73.2,73.2,73.2,0,77,77,77,77,0
MUNS.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,62.3,62.3,62.3,62.3,0,63,63,63,63,0
NAHO.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,1.71,1.71,1.71,1.71,0
NAPI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.08,0.08,0.08,0.08,0,0.089,0.089,0.089,0.089,0
NAPS.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,,,,,,779,779,779,779,0
NBF.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,4.99,4.99,4.99,4.99,0
NBII.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
NBKK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,1040,1040,1040,1040,0,1060,1060,1060,1060,0
NBOB.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.215,0.215,0.215,0.215,0,0.215,0.216,0.215,0.216,0
NBQ.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,1.82,1.82,1.82,1.82,0,2.1,2.1,2.1,2.1,0
NCC.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,2.24,2.24,2.24,2.24,0,,,,,
NCCI.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,108,108,108,108,0,116,116,116,116,0
NCTH.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,2.55,2.55,2.55,2.55,0
NDTI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.546,0.546,0.546,0.546,0
NFCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.112,0.112,0.112,0.112,0,0.12,0.12,0.12,0.12,0
NGCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.14,0.14,0.14,0.14,0,0.142,0.145,0.142,0.145,0
NGIN.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,4.5,4.5,4.5,4.5,0,5.75,5.75,5.75,5.75,0
NHIS.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
NIBM.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,201,201,195,195,0,200,200,198,200,0
NIH.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,1.81,1.81,1.81,1.81,0
NIHK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,127,130,127,127,0,130,130,130,130,0
NIND.DU,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,2.7,2.7,2.7,2.7,0,3.09,3.09,3.09,3.09,0
NIND.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,250,250,250,250,0,251,251,251,251,0
NINV.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,285,285,285,285,0,295,295,295,295,0
NLCS.QA,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,0.801,0.802,0.796,0.801,0,0.818,0.818,0.79,0.818,0
NLIF.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
NMDC.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,29.84,29.84,29.7,29.7,0,29.86,29.86,29.86,29.86,0
NMWI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.095,0.095,0.095,0.095,0
NOOR.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,194,194,194,194,0,203,203,203,203,0
NRED.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
NREK.KW,,Market Price,2022-07-14T20:00:00.000000000Z,+3,Intraday 1Hour,,,,,,,148,148,148,148,0,157,157,157,157,0
OAB.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.118,0.118,0.118,0.118,0,0.129,0.129,0.129,0.129,0
OCAI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.964,0.964,0.964,0.964,0
OCCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
OCHL.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,0.378,0.378,0.378,0.378,0
OCOI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.252,0.252,0.25,0.25,0,0.253,0.254,0.253,0.254,0
OEFI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,,,,,,,,,,
OEIHC.AD,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.325,0.325,0.325,0.325,0,,,,,
OEIO.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.085,0.085,0.083,0.083,0,0.087,0.087,0.085,0.085,0
OETI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.2,0.2,0.2,0.2,0,0.213,0.213,0.213,0.213,0
OFCI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.107,0.107,0.107,0.107,0,0.112,0.112,0.112,0.112,0
OFMI.OM,,Market Price,2022-07-14T20:00:00.000000000Z,+4,Intraday 1Hour,,,,,,,0.544,0.544,0.544,0.544,0,0.59,0.59,0.59,0.59,0
